address,name,size,status,match_percent,unit,evidence
0x0042FEC0,Supervisor::EnableFog,56,matching,100.00,supervisor-enable-fog,python3 scripts/build-match-unit.py --unit supervisor-enable-fog && python3 scripts/compare-coff-function.py --unit supervisor-enable-fog --json
0x00412390,EtamaController::ClearDrawBuckets,39,matching,100.00,etama-controller-clear-draw-buckets,python3 scripts/build-match-unit.py --unit etama-controller-clear-draw-buckets && python3 scripts/compare-coff-function.py --unit etama-controller-clear-draw-buckets --json
0x004124D0,CopyBulletAnmVmCore,16,matching,100.00,bullet-copy-anm-vm-core,python3 scripts/build-match-unit.py --unit bullet-copy-anm-vm-core && python3 scripts/compare-coff-function.py --unit bullet-copy-anm-vm-core --json
0x00412930,Bullet::Deactivate,40,matching,100.00,bullet-deactivate,python3 scripts/build-match-unit.py --unit bullet-deactivate && python3 scripts/compare-coff-function.py --unit bullet-deactivate --json
0x004139F0,UpdateBulletHorizontalWrap,113,matching,100.00,bullet-update-horizontal-wrap,python3 scripts/build-match-unit.py --unit bullet-update-horizontal-wrap && python3 scripts/compare-coff-function.py --unit bullet-update-horizontal-wrap --json
0x00413A70,UpdateBulletVerticalWrap,113,matching,100.00,bullet-update-vertical-wrap,python3 scripts/build-match-unit.py --unit bullet-update-vertical-wrap && python3 scripts/compare-coff-function.py --unit bullet-update-vertical-wrap --json
0x00414180,EtamaController::Release,52,matching,100.00,etama-controller-release,python3 scripts/build-match-unit.py --unit etama-controller-release && python3 scripts/compare-coff-function.py --unit etama-controller-release --json
0x004150D0,EtamaController::Register,283,matching,100.00,etama-controller-register,python3 scripts/build-match-unit.py --unit etama-controller-register && python3 scripts/compare-coff-function.py --unit etama-controller-register --json
0x00422F17,TitleScreenView::PlayMenuSound,34,matching,100.00,title-screen-play-menu-sound,python3 scripts/build-match-unit.py --unit title-screen-play-menu-sound && python3 scripts/compare-coff-function.py --unit title-screen-play-menu-sound --json
0x0042D230,GameErrorContext::ResetContext,10,matching,100.00,game-error-context-reset,python3 scripts/build-match-unit.py --unit game-error-context-reset && python3 scripts/compare-coff-function.py --unit game-error-context-reset --json
0x0042D240,GameErrorContext::Flush,80,matching,100.00,game-error-context-flush,python3 scripts/build-match-unit.py --unit game-error-context-flush && python3 scripts/compare-coff-function.py --unit game-error-context-flush --json
0x0042C5C0,GameErrorContext::Log,153,matching,100.00,game-error-context-log,python3 scripts/build-match-unit.py --unit game-error-context-log && python3 scripts/compare-coff-function.py --unit game-error-context-log --json
0x0042C660,GameErrorContext::Fatal,153,matching,100.00,game-error-context-fatal,python3 scripts/build-match-unit.py --unit game-error-context-fatal && python3 scripts/compare-coff-function.py --unit game-error-context-fatal --json
0x0042C4E0,FileSystem::WriteDataToFile,210,matching,100.00,file-system-write-data,python3 scripts/build-match-unit.py --unit file-system-write-data && python3 scripts/compare-coff-function.py --unit file-system-write-data --json
0x0042ADC0,FileSystem::ResolvePath,90,matching,100.00,file-system-resolve-path,python3 scripts/build-match-unit.py --unit file-system-resolve-path && python3 scripts/compare-coff-function.py --unit file-system-resolve-path --json
0x0042C480,FileSystem::CheckIfFileAlreadyExists,92,matching,100.00,file-system-check-exists,python3 scripts/build-match-unit.py --unit file-system-check-exists && python3 scripts/compare-coff-function.py --unit file-system-check-exists --json
0x0042B130,Supervisor::EnterCriticalSectionWrapper,40,matching,100.00,supervisor-enter-critical-section,python3 scripts/build-match-unit.py --unit supervisor-enter-critical-section && python3 scripts/compare-coff-function.py --unit supervisor-enter-critical-section --json
0x0042B160,Supervisor::LeaveCriticalSectionWrapper,40,matching,100.00,supervisor-leave-critical-section,python3 scripts/build-match-unit.py --unit supervisor-leave-critical-section && python3 scripts/compare-coff-function.py --unit supervisor-leave-critical-section --json
0x0042B1E0,Chain::AddToCalcChain,143,matching,100.00,chain-add-calc,python3 scripts/build-match-unit.py --unit chain-add-calc && python3 scripts/compare-coff-function.py --unit chain-add-calc --json
0x0042B270,Chain::AddToDrawChain,143,matching,100.00,chain-add-draw,python3 scripts/build-match-unit.py --unit chain-add-draw && python3 scripts/compare-coff-function.py --unit chain-add-draw --json
0x0042ABE0,ChainElem::ChainElem,30,matching,100.00,chain-elem-constructor,python3 scripts/build-match-unit.py --unit chain-elem-constructor && python3 scripts/compare-coff-function.py --unit chain-elem-constructor --json
0x0042AC00,ChainElem::~ChainElem,36,matching,100.00,chain-elem-destructor,python3 scripts/build-match-unit.py --unit chain-elem-destructor && python3 scripts/compare-coff-function.py --unit chain-elem-destructor --json
0x0041A889,ChainElem::SetCallback,21,matching,100.00,chain-elem-set-callback,python3 scripts/build-match-unit.py --unit chain-elem-set-callback && python3 scripts/compare-coff-function.py --unit chain-elem-set-callback --json
0x0042B300,Chain::CreateElem,71,matching,100.00,chain-create-elem,python3 scripts/build-match-unit.py --unit chain-create-elem && python3 scripts/compare-coff-function.py --unit chain-create-elem --json
0x0042B350,Chain::CutImpl,188,matching,100.00,chain-cut-impl,python3 scripts/build-match-unit.py --unit chain-cut-impl && python3 scripts/compare-coff-function.py --unit chain-cut-impl --json
0x0042C8C0,Chain::Cut,46,matching,100.00,chain-cut,python3 scripts/build-match-unit.py --unit chain-cut && python3 scripts/compare-coff-function.py --unit chain-cut --json
0x0042C700,Chain::RunCalcChain,182,matching,100.00,chain-run-calc,python3 scripts/build-match-unit.py --unit chain-run-calc && python3 scripts/compare-coff-function.py --unit chain-run-calc --json
0x0042C7E0,Chain::RunDrawChain,186,matching,100.00,chain-run-draw,python3 scripts/build-match-unit.py --unit chain-run-draw && python3 scripts/compare-coff-function.py --unit chain-run-draw --json
0x0042C8F0,Controller::GetJoystickCaps,120,matching,100.00,controller-get-joystick-caps,python3 scripts/build-match-unit.py --unit controller-get-joystick-caps && python3 scripts/compare-coff-function.py --unit controller-get-joystick-caps --json
0x0042C970,FileSystem::OpenFile,355,matching,100.00,file-system-open-file,python3 scripts/build-match-unit.py --unit file-system-open-file && python3 scripts/compare-coff-function.py --unit file-system-open-file --json
0x0042C180,FileSystem::Decrypt,259,matching,100.00,file-system-decrypt,python3 scripts/build-match-unit.py --unit file-system-decrypt && python3 scripts/compare-coff-function.py --unit file-system-decrypt --json
0x0042C370,FileSystem::Encrypt,267,matching,100.00,file-system-encrypt,python3 scripts/build-match-unit.py --unit file-system-encrypt && python3 scripts/compare-coff-function.py --unit file-system-encrypt --json
0x00401340,ZunMemory::Alloc,19,matching,100.00,zun-memory-alloc,python3 scripts/build-match-unit.py --unit zun-memory-alloc && python3 scripts/compare-coff-function.py --unit zun-memory-alloc --json
0x00401360,ZunMemory::Free,19,matching,100.00,zun-memory-free,python3 scripts/build-match-unit.py --unit zun-memory-free && python3 scripts/compare-coff-function.py --unit zun-memory-free --json
0x00401380,ZunMemory::AddToRegistry,10,matching,100.00,zun-memory-add-to-registry,python3 scripts/build-match-unit.py --unit zun-memory-add-to-registry && python3 scripts/compare-coff-function.py --unit zun-memory-add-to-registry --json
0x00433050,PbgArchive::FindEntry,74,matching,100.00,pbg-archive-find-entry,python3 scripts/build-match-unit.py --unit pbg-archive-find-entry && python3 scripts/compare-coff-function.py --unit pbg-archive-find-entry --json
0x00433290,PbgArchive::GetEntryDecompressedSize,29,matching,100.00,pbg-archive-get-entry-size,python3 scripts/build-match-unit.py --unit pbg-archive-get-entry-size && python3 scripts/compare-coff-function.py --unit pbg-archive-get-entry-size --json
0x004331C0,PbgArchive::ReadDecompressEntry,193,matching,100.00,pbg-archive-read-decompress-entry,python3 scripts/build-match-unit.py --unit pbg-archive-read-decompress-entry && python3 scripts/compare-coff-function.py --unit pbg-archive-read-decompress-entry --json
0x00434260,AsciiManager::DeletedCallback,29,matching,100.00,ascii-manager-deleted-callback,python3 scripts/build-match-unit.py --unit ascii-manager-deleted-callback && python3 scripts/compare-coff-function.py --unit ascii-manager-deleted-callback --json
0x00434280,AsciiManager::CutChain,31,matching,100.00,ascii-manager-cut-chain,python3 scripts/build-match-unit.py --unit ascii-manager-cut-chain && python3 scripts/compare-coff-function.py --unit ascii-manager-cut-chain --json
0x004342A0,AsciiManager::AddString,130,matching,100.00,ascii-manager-add-string,python3 scripts/build-match-unit.py --unit ascii-manager-add-string && python3 scripts/compare-coff-function.py --unit ascii-manager-add-string --json
0x00434330,AsciiManager::AddFormatText,55,matching,100.00,ascii-manager-add-format-text,python3 scripts/build-match-unit.py --unit ascii-manager-add-format-text && python3 scripts/compare-coff-function.py --unit ascii-manager-add-format-text --json
0x004343C0,AsciiManager::SetSpaceWidth,16,matching,100.00,ascii-manager-set-space-width,python3 scripts/build-match-unit.py --unit ascii-manager-set-space-width && python3 scripts/compare-coff-function.py --unit ascii-manager-set-space-width --json
0x004344E0,AsciiManager::AddedCallback,89,matching,100.00,ascii-manager-added-callback,python3 scripts/build-match-unit.py --unit ascii-manager-added-callback && python3 scripts/compare-coff-function.py --unit ascii-manager-added-callback --json
0x004343E0,AsciiManager::Reset,251,matching,100.00,ascii-manager-reset,python3 scripts/build-match-unit.py --unit ascii-manager-reset && python3 scripts/compare-coff-function.py --unit ascii-manager-reset --json
0x00434540,AsciiManager::DrawStrings,341,matching,100.00,ascii-manager-draw-strings,python3 scripts/build-match-unit.py --unit ascii-manager-draw-strings && python3 scripts/compare-coff-function.py --unit ascii-manager-draw-strings --json
0x004346A0,AsciiManager::CreateScorePopup,154,matching,100.00,ascii-manager-create-score-popup,python3 scripts/build-match-unit.py --unit ascii-manager-create-score-popup && python3 scripts/compare-coff-function.py --unit ascii-manager-create-score-popup --json
0x004014D0,ZunTimer::SetCurrent,25,matching,100.00,zun-timer-set-current,python3 scripts/build-match-unit.py --unit zun-timer-set-current && python3 scripts/compare-coff-function.py --unit zun-timer-set-current --json
0x00401500,ZunTimer::operator=,9,matching,100.00,zun-timer-assign-int,python3 scripts/build-match-unit.py --unit zun-timer-assign-int && python3 scripts/compare-coff-function.py --unit zun-timer-assign-int --json
0x004014B0,ZunTimer::Tick,28,matching,100.00,zun-timer-tick,python3 scripts/build-match-unit.py --unit zun-timer-tick && python3 scripts/compare-coff-function.py --unit zun-timer-tick --json
0x004014F0,ZunTimer::operator float,4,matching,100.00,zun-timer-float-conversion,python3 scripts/build-match-unit.py --unit zun-timer-float-conversion && python3 scripts/compare-coff-function.py --unit zun-timer-float-conversion --json
0x00401510,ZunTimer::operator++,8,matching,100.00,zun-timer-post-increment,python3 scripts/build-match-unit.py --unit zun-timer-post-increment && python3 scripts/compare-coff-function.py --unit zun-timer-post-increment --json
0x00401520,ZunTimer::operator>=,20,matching,100.00,zun-timer-greater-equal,python3 scripts/build-match-unit.py --unit zun-timer-greater-equal && python3 scripts/compare-coff-function.py --unit zun-timer-greater-equal --json
0x00401540,ZunTimer::operator<,20,matching,100.00,zun-timer-less,python3 scripts/build-match-unit.py --unit zun-timer-less && python3 scripts/compare-coff-function.py --unit zun-timer-less --json
0x0042F4F0,Supervisor::TickTimer,71,matching,100.00,supervisor-tick-timer,python3 scripts/build-match-unit.py --unit supervisor-tick-timer && python3 scripts/compare-coff-function.py --unit supervisor-tick-timer --json
0x004010B0,Float3::Float3,26,matching,100.00,float3-constructor,python3 scripts/build-match-unit.py --unit float3-constructor && python3 scripts/compare-coff-function.py --unit float3-constructor --json
0x00401560,AnmLoaded::ExecuteAnmIdx,134,matching,100.00,anm-loaded-execute-anm-idx,python3 scripts/build-match-unit.py --unit anm-loaded-execute-anm-idx && python3 scripts/compare-coff-function.py --unit anm-loaded-execute-anm-idx --json
0x00403E00,AnmLoaded::SetAndExecuteScriptIdx,41,matching,100.00,anm-loaded-set-and-execute-script-idx,python3 scripts/build-match-unit.py --unit anm-loaded-set-and-execute-script-idx && python3 scripts/compare-coff-function.py --unit anm-loaded-set-and-execute-script-idx --json
0x00401100,Float3::operator+,54,matching,100.00,float3-add,python3 scripts/build-match-unit.py --unit float3-add && python3 scripts/compare-coff-function.py --unit float3-add --json
0x00401140,Float3::operator-,54,matching,100.00,float3-subtract,python3 scripts/build-match-unit.py --unit float3-subtract && python3 scripts/compare-coff-function.py --unit float3-subtract --json
0x00401180,Float3::operator*,52,matching,100.00,float3-multiply,python3 scripts/build-match-unit.py --unit float3-multiply && python3 scripts/compare-coff-function.py --unit float3-multiply --json
0x0042F540,Supervisor::TakeSnapshot,543,matching,100.00,supervisor-take-snapshot,python3 scripts/build-match-unit.py --unit supervisor-take-snapshot && python3 scripts/compare-coff-function.py --unit supervisor-take-snapshot --json
0x0042F7C0,Supervisor::LoadConfig,1054,matching,100.00,supervisor-load-config,python3 scripts/build-match-unit.py --unit supervisor-load-config && python3 scripts/compare-coff-function.py --unit supervisor-load-config --json
0x0041A8A2,GameConfiguration::Initialize,233,matching,100.00,game-configuration-initialize,python3 scripts/build-match-unit.py --unit game-configuration-initialize && python3 scripts/compare-coff-function.py --unit game-configuration-initialize --json
0x0041A98B,GameConfiguration::GameConfiguration,12,matching,100.00,game-configuration-constructor,python3 scripts/build-match-unit.py --unit game-configuration-constructor && python3 scripts/compare-coff-function.py --unit game-configuration-constructor --json
0x0041AA07,GameManagerSetupLayout::AdvanceTimedState,88,matching,100.00,game-manager-advance-timed-state,python3 scripts/build-match-unit.py --unit game-manager-advance-timed-state && python3 scripts/compare-coff-function.py --unit game-manager-advance-timed-state --json
0x0041B76F,GameManagerSetupLayout::AddedCallback,187,matching,100.00,game-manager-added-callback,python3 scripts/build-match-unit.py --unit game-manager-added-callback && python3 scripts/compare-coff-function.py --unit game-manager-added-callback --json
0x0041B82A,GameManagerSetupLayout::DeletedCallback,422,matching,100.00,game-manager-deleted-callback,python3 scripts/build-match-unit.py --unit game-manager-deleted-callback && python3 scripts/compare-coff-function.py --unit game-manager-deleted-callback --json
0x0041B9D0,GameManagerSetupLayout::RegisterChain,127,matching,100.00,game-manager-register-chain,python3 scripts/build-match-unit.py --unit game-manager-register-chain && python3 scripts/compare-coff-function.py --unit game-manager-register-chain --json
0x0041A75F,GameManagerSetupLayout::OnDraw,55,matching,100.00,game-manager-on-draw,python3 scripts/build-match-unit.py --unit game-manager-on-draw && python3 scripts/compare-coff-function.py --unit game-manager-on-draw --json
0x00431D10,Supervisor::StartupThread,882,matching,100.00,supervisor-startup-thread,python3 scripts/build-match-unit.py --unit supervisor-startup-thread && python3 scripts/compare-coff-function.py --unit supervisor-startup-thread --json
0x00432090,Supervisor::AddedCallback,238,matching,100.00,supervisor-added-callback,python3 scripts/build-match-unit.py --unit supervisor-added-callback && python3 scripts/compare-coff-function.py --unit supervisor-added-callback --json
0x0042F1A0,SupervisorCheckFps,517,matching,100.00,supervisor-check-fps,python3 scripts/build-match-unit.py --unit supervisor-check-fps && python3 scripts/compare-coff-function.py --unit supervisor-check-fps --json
0x00432180,SupervisorRegisterChain,182,matching,100.00,supervisor-register-chain,python3 scripts/build-match-unit.py --unit supervisor-register-chain && python3 scripts/compare-coff-function.py --unit supervisor-register-chain --json
0x00431B70,SupervisorDeletedCallback,405,matching,100.00,supervisor-deleted-callback,python3 scripts/build-match-unit.py --unit supervisor-deleted-callback && python3 scripts/compare-coff-function.py --unit supervisor-deleted-callback --json
0x00431B30,SupervisorDrawFps,59,matching,100.00,supervisor-draw-fps,python3 scripts/build-match-unit.py --unit supervisor-draw-fps && python3 scripts/compare-coff-function.py --unit supervisor-draw-fps --json
0x00431540,SupervisorDrawMain,312,matching,100.00,supervisor-draw-main,python3 scripts/build-match-unit.py --unit supervisor-draw-main && python3 scripts/compare-coff-function.py --unit supervisor-draw-main --json
0x0042ED80,SupervisorDrawLoading,71,matching,100.00,supervisor-draw-loading,python3 scripts/build-match-unit.py --unit supervisor-draw-loading && python3 scripts/compare-coff-function.py --unit supervisor-draw-loading --json
0x004316B0,SupervisorCalculateFps,633,matching,100.00,supervisor-calculate-fps,python3 scripts/build-match-unit.py --unit supervisor-calculate-fps && python3 scripts/compare-coff-function.py --unit supervisor-calculate-fps --json
0x0042EEF0,SupervisorSetupDInputInternal,517,matching,100.00,supervisor-setup-dinput,python3 scripts/build-match-unit.py --unit supervisor-setup-dinput && python3 scripts/compare-coff-function.py --unit supervisor-setup-dinput --json
0x0042EDD0,StartupEnumControllers,93,matching,100.00,supervisor-enum-controllers,python3 scripts/build-match-unit.py --unit supervisor-enum-controllers && python3 scripts/compare-coff-function.py --unit supervisor-enum-controllers --json
0x0042EE30,StartupEnumObjects0,94,matching,100.00,supervisor-enum-objects0,python3 scripts/build-match-unit.py --unit supervisor-enum-objects0 && python3 scripts/compare-coff-function.py --unit supervisor-enum-objects0 --json
0x0042EE90,StartupEnumObjects1,94,matching,100.00,supervisor-enum-objects1,python3 scripts/build-match-unit.py --unit supervisor-enum-objects1 && python3 scripts/compare-coff-function.py --unit supervisor-enum-objects1 --json
0x004200F0,ReplayInputState::Update,111,matching,100.00,replay-input-update,python3 scripts/build-match-unit.py --unit replay-input-update && python3 scripts/compare-coff-function.py --unit replay-input-update --json
0x004202A0,ReplayManagerView::RecordInputAndFps,460,matching,100.00,replay-manager-record-input,python3 scripts/build-match-unit.py --unit replay-manager-record-input && python3 scripts/compare-coff-function.py --unit replay-manager-record-input --json
0x004204B0,ReplayManagerView::PlaybackInputAndFps,299,matching,100.00,replay-manager-playback-input,python3 scripts/build-match-unit.py --unit replay-manager-playback-input && python3 scripts/compare-coff-function.py --unit replay-manager-playback-input --json
0x00421670,ReplayManagerView::Create,361,matching,100.00,replay-manager-create,python3 scripts/build-match-unit.py --unit replay-manager-create && python3 scripts/compare-coff-function.py --unit replay-manager-create --json
0x00420A60,ReleaseReplayManagerCore,104,matching,100.00,replay-manager-release-core,python3 scripts/build-match-unit.py --unit replay-manager-release-core && python3 scripts/compare-coff-function.py --unit replay-manager-release-core --json
0x00420AD0,ReplayManagerView::Release,318,matching,100.00,replay-manager-release,python3 scripts/build-match-unit.py --unit replay-manager-release && python3 scripts/compare-coff-function.py --unit replay-manager-release --json
0x004200C0,AppendReplayFormat,45,matching,100.00,replay-append-format,python3 scripts/build-match-unit.py --unit replay-append-format && python3 scripts/compare-coff-function.py --unit replay-append-format --json
0x0042A7D1,TitleScreenView::OnUpdateModeSelect,506,matching,100.00,title-screen-mode-select,python3 scripts/build-match-unit.py --unit title-screen-mode-select && python3 scripts/compare-coff-function.py --unit title-screen-mode-select --json
0x0042929C,TitleScreenView::OnUpdateResultNameEntry,966,matching,100.00,title-screen-result-name-entry,python3 scripts/build-match-unit.py --unit title-screen-result-name-entry && python3 scripts/compare-coff-function.py --unit title-screen-result-name-entry --json
0x00421800,TitleScoreRecordView::InsertIntoTable,216,matching,100.00,score-record-insert,python3 scripts/build-match-unit.py --unit score-record-insert && python3 scripts/compare-coff-function.py --unit score-record-insert --json
0x00421B80,ScoreFileView::LoadPlayStats,178,matching,100.00,score-file-load-play-stats,python3 scripts/build-match-unit.py --unit score-file-load-play-stats && python3 scripts/compare-coff-function.py --unit score-file-load-play-stats --json
0x0042FF70,ScoreSupervisorView::UpdatePlayTime,233,matching,100.00,supervisor-update-play-time,python3 scripts/build-match-unit.py --unit supervisor-update-play-time && python3 scripts/compare-coff-function.py --unit supervisor-update-play-time --json
0x00430060,ScoreSupervisorView::UpdateGameTime,237,matching,100.00,supervisor-update-game-time,python3 scripts/build-match-unit.py --unit supervisor-update-game-time && python3 scripts/compare-coff-function.py --unit supervisor-update-game-time --json
0x00430150,SupervisorVersionView::CheckVersion,199,matching,100.00,supervisor-check-version,python3 scripts/build-match-unit.py --unit supervisor-check-version && python3 scripts/compare-coff-function.py --unit supervisor-check-version --json
0x0042F100,SupervisorAddedLoadDat,145,matching,100.00,supervisor-load-version-data,python3 scripts/build-match-unit.py --unit supervisor-load-version-data && python3 scripts/compare-coff-function.py --unit supervisor-load-version-data --json
0x004333F0,PbgArchive::ParseHeader,467,matching,100.00,pbg-archive-parse-header,python3 scripts/build-match-unit.py --unit pbg-archive-parse-header && python3 scripts/compare-coff-function.py --unit pbg-archive-parse-header --json
0x004335E0,PbgArchive::Load,179,matching,100.00,pbg-archive-load,python3 scripts/build-match-unit.py --unit pbg-archive-load && python3 scripts/compare-coff-function.py --unit pbg-archive-load --json
0x004330A0,PbgArchive::CopyFileName,64,matching,100.00,pbg-archive-copy-filename,python3 scripts/build-match-unit.py --unit pbg-archive-copy-filename && python3 scripts/compare-coff-function.py --unit pbg-archive-copy-filename --json
0x004330E0,PbgFileBackend::ReadInt,18,matching,100.00,pbg-file-read-int,python3 scripts/build-match-unit.py --unit pbg-file-read-int && python3 scripts/compare-coff-function.py --unit pbg-file-read-int --json
0x00433100,PbgArchive::SeekPastInt,12,matching,100.00,pbg-archive-seek-past-int,python3 scripts/build-match-unit.py --unit pbg-archive-seek-past-int && python3 scripts/compare-coff-function.py --unit pbg-archive-seek-past-int --json
0x00433110,PbgArchive::SeekPastString,26,matching,100.00,pbg-archive-seek-past-string,python3 scripts/build-match-unit.py --unit pbg-archive-seek-past-string && python3 scripts/compare-coff-function.py --unit pbg-archive-seek-past-string --json
0x00433140,PbgArchiveEntry::~PbgArchiveEntry,24,matching,100.00,pbg-archive-entry-destructor,python3 scripts/build-match-unit.py --unit pbg-archive-entry-destructor && python3 scripts/compare-coff-function.py --unit pbg-archive-entry-destructor --json
0x004332B0,PbgArchive::AllocEntries,254,matching,100.00,pbg-archive-alloc-entries,python3 scripts/build-match-unit.py --unit pbg-archive-alloc-entries && python3 scripts/compare-coff-function.py --unit pbg-archive-alloc-entries --json
0x004333B0,PbgArchive::Release,61,matching,100.00,pbg-archive-release,python3 scripts/build-match-unit.py --unit pbg-archive-release && python3 scripts/compare-coff-function.py --unit pbg-archive-release --json
0x004336A0,PbgFileView::Close,34,matching,100.00,pbg-file-close,python3 scripts/build-match-unit.py --unit pbg-file-close && python3 scripts/compare-coff-function.py --unit pbg-file-close --json
0x004336D0,PbgFileView::Read,61,matching,100.00,pbg-file-read,python3 scripts/build-match-unit.py --unit pbg-file-read && python3 scripts/compare-coff-function.py --unit pbg-file-read --json
0x00433710,PbgFileView::Write,66,matching,100.00,pbg-file-write,python3 scripts/build-match-unit.py --unit pbg-file-write && python3 scripts/compare-coff-function.py --unit pbg-file-write --json
0x00433760,PbgFileView::Tell,25,matching,100.00,pbg-file-tell,python3 scripts/build-match-unit.py --unit pbg-file-tell && python3 scripts/compare-coff-function.py --unit pbg-file-tell --json
0x00433780,PbgFileView::GetSize,21,matching,100.00,pbg-file-get-size,python3 scripts/build-match-unit.py --unit pbg-file-get-size && python3 scripts/compare-coff-function.py --unit pbg-file-get-size --json
0x004337A0,PbgFileView::Seek,40,matching,100.00,pbg-file-seek,python3 scripts/build-match-unit.py --unit pbg-file-seek && python3 scripts/compare-coff-function.py --unit pbg-file-seek --json
0x004337D0,PbgFileView::ReadWholeFile,146,matching,100.00,pbg-file-read-whole-file,python3 scripts/build-match-unit.py --unit pbg-file-read-whole-file && python3 scripts/compare-coff-function.py --unit pbg-file-read-whole-file --json
0x00433870,PbgFileView::GetFullFilePath,121,matching,100.00,pbg-file-get-full-file-path,python3 scripts/build-match-unit.py --unit pbg-file-get-full-file-path && python3 scripts/compare-coff-function.py --unit pbg-file-get-full-file-path --json
0x004338F0,PbgFileBackend::PbgFileBackend,9,matching,100.00,pbg-file-backend-constructor,python3 scripts/build-match-unit.py --unit pbg-file-backend-constructor && python3 scripts/compare-coff-function.py --unit pbg-file-backend-constructor --json
0x00433900,PbgFileBackend::~PbgFileBackend,7,matching,100.00,pbg-file-backend-destructor,python3 scripts/build-match-unit.py --unit pbg-file-backend-destructor && python3 scripts/compare-coff-function.py --unit pbg-file-backend-destructor --json
0x00433940,PbgFileView::PbgFileView,32,matching,100.00,pbg-file-constructor,python3 scripts/build-match-unit.py --unit pbg-file-constructor && python3 scripts/compare-coff-function.py --unit pbg-file-constructor --json
0x00433960,PbgFileView::~PbgFileView,22,matching,100.00,pbg-file-destructor,python3 scripts/build-match-unit.py --unit pbg-file-destructor && python3 scripts/compare-coff-function.py --unit pbg-file-destructor --json
0x00433980,PbgFileView::Open,226,matching,100.00,pbg-file-open,python3 scripts/build-match-unit.py --unit pbg-file-open && python3 scripts/compare-coff-function.py --unit pbg-file-open --json
0x00434370,AnmVm::IsVisible,10,matching,100.00,anm-vm-is-visible,python3 scripts/build-match-unit.py --unit anm-vm-is-visible && python3 scripts/compare-coff-function.py --unit anm-vm-is-visible --json
0x00434380,AnmVm::SetInvisible,8,matching,100.00,anm-vm-set-invisible,python3 scripts/build-match-unit.py --unit anm-vm-set-invisible && python3 scripts/compare-coff-function.py --unit anm-vm-set-invisible --json
0x004355F0,AsciiMenuState4::OnUpdate,1144,matching,100.00,ascii-menu-state4-update,python3 scripts/build-match-unit.py --unit ascii-menu-state4-update && python3 scripts/compare-coff-function.py --unit ascii-menu-state4-update --json
0x00435370,AsciiMenuState5::OnDraw,117,matching,100.00,ascii-menu-state5-draw,python3 scripts/build-match-unit.py --unit ascii-menu-state5-draw && python3 scripts/compare-coff-function.py --unit ascii-menu-state5-draw --json
0x00435A90,AsciiMenuState4::OnDraw,83,matching,100.00,ascii-menu-state4-draw,python3 scripts/build-match-unit.py --unit ascii-menu-state4-draw && python3 scripts/compare-coff-function.py --unit ascii-menu-state4-draw --json
0x00435C00,AsciiManager::OnDrawLowPrio,83,matching,100.00,ascii-manager-draw-low-prio,python3 scripts/build-match-unit.py --unit ascii-manager-draw-low-prio && python3 scripts/compare-coff-function.py --unit ascii-manager-draw-low-prio --json
0x00435C60,AsciiManager::OnDrawHighPrio,52,matching,100.00,ascii-manager-draw-high-prio,python3 scripts/build-match-unit.py --unit ascii-manager-draw-high-prio && python3 scripts/compare-coff-function.py --unit ascii-manager-draw-high-prio --json
